"geo_name","cluster","LANDAREA","Total population","Median age","Average age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago"
"G8G",11,187.4938,4120,49.6,46.2,34000,36880,62.8,0.2,0,40
"G8H",18,151.3637,10040,52.4,47.8,32400,36120,62.8,0.2,20,30
"G8J",11,15119.9799,4260,46.4,44.1,33200,35040,68.8,0.2,20,20
"G8K",11,361.2722,10090,48.4,45.6,34000,37200,66,0.2,20,175
"G8L",18,16026.119,14285,50.8,46.9,31600,35600,64.4,0.3,50,75
"G8M",11,409.2404,5175,45.2,44,33600,36600,68.4,0.2,15,20
"G8N",11,1131.6707,2510,46.4,44.5,32400,36880,69.6,0.2,0,0
"G8P",7,694.8744,7310,40.8,40.5,40400,43480,77.6,0.3,60,160
"G8T",18,21.7863,27830,52,48.1,28600,31880,59,0.2,40,250
"G8V",7,39.9274,9955,44,41.8,38000,41320,72.2,0.2,40,100
"G8W",11,57.0831,11010,47.2,45.1,36800,40920,67.4,0.3,20,160
"G8Y",11,23.2219,33295,48,46,34000,38760,61,0.3,160,960
"G8Z",18,8.2854,13970,45.6,47.1,26600,30440,62,0.3,180,955
"G9A",18,37.7682,20400,48.4,47.6,25200,30040,59,0.3,115,505
"G9B",7,82.8958,18680,44,42.7,38800,43560,70.6,0.3,0,165
"G9C",7,17.6852,4020,40,39.6,42400,45320,73.8,0.2,0,35
"G9H",11,439.6729,13555,44,43.4,35600,38720,67.6,0.2,20,55
"G9N",18,37.8763,16125,55.2,50.2,25600,30400,55.8,0.3,50,245
"G9P",18,37.3731,11565,54,48.5,32800,35800,57.7,0.2,0,85
"G9R",7,22.2648,2325,44.4,42,37200,39680,69.8,0.2,0,25
"G9T",18,66.1901,15940,56,50,29000,32960,56.6,0.3,25,60
"G9X",18,7796.8026,10610,51.2,47.5,32800,35960,63.8,0.3,0,70
"H1A",9,15.165,33160,46,44,35200,37640,71.2,0.2,110,695
"H1B",9,13.2671,20650,43.2,42.6,32800,34920,70.8,0.2,80,530
"H1C",7,11.0985,15085,39.2,37.8,37200,40080,80,0.2,15,155
"H1E",9,10.9806,42570,45.2,43.6,30600,34960,68.8,0.2,140,945
"H1G",9,7.841,50990,40.8,41.4,26000,29240,64.4,0.2,375,4365
"H1H",9,4.5821,37845,40.4,40.7,26600,29760,65.2,0.2,305,3530
"H1J",9,8.2921,10590,46,44.1,32400,37240,66.2,0.3,100,760
"H1K",9,6.1714,37305,40,39.6,33600,38120,72.8,0.3,225,2945
"H1L",12,7.5319,34615,41.6,42,31800,34960,71,0.3,175,1835
"H1M",9,4.9377,29350,47.6,46.8,32800,37160,62.2,0.3,340,2125
"H1N",12,8.7485,24445,41.6,43.5,31200,34880,70.6,0.3,245,2095
"H1P",9,5.1182,18120,42.8,42,29400,34040,65.8,0.3,90,965
"H1R",9,4.6352,31260,41.6,41.1,28800,33640,64.8,0.3,195,1835
"H1S",9,4.7079,26715,43.6,43.8,28000,31800,64.4,0.3,290,2160
"H1T",12,4.1367,31320,42.4,43,31400,37040,66.6,0.3,465,2865
"H1V",12,5.0314,21910,37.2,39.8,31600,36400,79.8,0.3,275,1440
"H1W",12,3.2347,30005,34.8,38.1,30200,34080,79.6,0.3,385,2505
"H1X",12,2.7566,30180,39.6,40.9,31600,37360,75.2,0.3,355,2535
"H1Y",12,2.6523,29290,39.6,41,35600,41640,78.2,0.3,255,1460
"H1Z",9,6.9851,36490,36.8,37.6,24000,26560,65.8,0.2,405,4205
"H2A",12,2.1482,19455,39.2,40.2,25600,29760,70.8,0.3,345,1930
"H2B",12,2.5744,18050,41.6,41.7,30600,35440,70.2,0.3,280,1545
"H2C",12,2.6704,17975,42.8,43.8,35200,42760,72.6,0.3,155,1345
"H2E",12,1.915,23505,36.8,39.1,28200,32640,75,0.3,195,1980
"H2G",12,2.0126,22115,36.8,39.2,34000,39440,80,0.3,360,1685
"H2H",12,1.1386,14730,34.4,37.2,34400,40200,82.4,0.3,280,1605
"H2J",12,1.9263,27030,34.4,37,36400,44200,82.4,0.3,820,4105
"H2K",12,3.5421,29085,34.8,38.4,28600,33360,80,0.3,725,3830
"H2L",10,2.4144,27055,36.8,41.4,31200,38760,76.2,0.4,960,4165
"H2M",12,3.3748,18465,40.8,42.7,35200,39320,70.2,0.3,115,835
"H2N",9,1.13,6440,38.8,40.1,27000,30440,71.2,0.3,65,615
"H2P",12,1.6857,14385,34.8,37.6,35200,40160,80.8,0.3,265,1125
"H2R",12,2.1826,22985,35.6,38.6,34800,42800,80.4,0.3,405,1850
"H2S",12,2.5422,27215,35.2,37.9,34800,42000,80.6,0.3,435,2540
"H2T",12,1.3553,16300,36,38.9,31600,40320,79.4,0.3,545,2025
"H2V",6,4.4083,31995,34,37.3,38800,63050,72,0.4,480,2510
"H2W",10,0.9836,11510,32.4,37.4,27600,39680,79.2,0.4,610,2165
"H2X",10,1.565,21545,32.4,39.2,23200,31960,70,0.4,1360,5465
"H2Y",1,0.5104,3725,45.2,45.8,47600,62350,76.6,0.4,85,400
"H2Z",1,0.5174,3755,35.6,42.1,30800,46560,70.6,0.4,295,950
"H3A",10,0.5669,4360,28.8,35.8,21200,34680,68.4,0.5,340,1615
"H3B",10,0.3691,1900,30.2,34,28200,47600,85.2,0.6,190,575
"H3C",1,4.7286,18585,33.2,36.4,44800,57100,84.2,0.4,650,2795
"H3E",13,3.7081,21565,46.4,45.6,43600,60250,67.4,0.4,410,2540
"H3G",10,0.8859,11425,32,39.4,26600,55900,51.9,0.6,665,3440
"H3H",10,3.7198,20690,30.6,37.1,21000,42920,78.2,0.5,1385,7845
"H3J",6,1.1,11915,37.6,40,30600,42960,74.2,0.4,115,640
"H3K",12,4.4367,15275,36.8,38.7,32800,42960,79.8,0.4,150,900
"H3L",12,3.6271,20995,39.2,40.1,34400,43360,75,0.3,275,2070
"H3M",9,2.8339,15840,45.6,44.8,27200,35280,66,0.3,155,1170
"H3N",9,1.6611,29080,37.2,39.2,21000,24380,66.8,0.3,490,6305
"H3P",13,2.7467,10175,43.2,41.8,46400,70700,69.2,0.4,165,1040
"H3R",13,2.6791,10110,43.2,41.9,44400,73300,68,0.5,150,1155
"H3S",9,2.8468,33620,34.8,37.4,24600,32400,62.9,0.3,930,6430
"H3T",10,1.5744,13010,30.4,37.3,23400,36200,71,0.4,470,3425
"H3V",10,1.7925,6735,36.8,42.5,27200,34680,58.4,0.3,285,1605
"H3W",9,2.9969,30765,37.6,39.9,25200,32920,69.6,0.3,610,5405
"H3X",6,3.4584,24215,40,41.6,32800,49160,65.6,0.4,365,2485
"H3Y",13,2.5363,9565,46,42.8,58000,143600,59.7,0.5,215,760
"H3Z",0,1.5413,11545,50.4,49.4,39600,71400,50.2,0.5,315,1525
"H4A",6,3.0336,26360,38.8,40.4,35600,52150,78.2,0.4,480,2670
"H4B",9,3.0934,20935,39.6,40.7,26800,35960,72.8,0.4,330,3150
"H4C",12,3.9029,17300,34.4,38.7,32800,39560,80.6,0.3,210,1125
"H4E",6,4.5651,30155,39.2,41.1,30000,34360,73.4,0.3,420,2215
"H4G",12,2.7796,29860,36,39.5,31800,36120,79.6,0.3,420,2775
"H4H",6,3.1279,18935,40.4,41.3,35600,41080,77.6,0.3,120,825
"H4J",9,2.8353,18075,38,38.9,26600,32960,70.8,0.3,300,3070
"H4K",0,4.3891,11320,44.8,43.9,31600,46080,68,0.4,80,335
"H4L",9,5.53,36215,39.6,40.9,26800,32600,68.8,0.3,755,5035
"H4M",9,2.761,12470,39.6,39.8,31000,40440,70.6,0.3,105,1200
"H4N",9,5.3313,30200,37.2,38.1,25200,29280,68.6,0.3,765,5460
"H4P",12,3.4168,9110,34,36.4,30400,37200,77.8,0.3,325,1715
"H4R",6,8.5006,31130,39.6,39.3,36000,49200,75.8,0.4,530,2495
"H4S",2,16.1571,565,42.8,39.5,40800,51800,80,0.3,0,0
"H4T",,5.2708,,,,,,,,,
"H4V",9,2.6588,20700,42,42.3,28200,35080,65.8,0.3,265,2420
"H4W",0,5.7786,26360,43.6,44.2,32000,43800,59,0.4,320,2430
"H4X",13,1.6261,6465,42.4,41.2,40000,54750,74.4,0.4,40,425
"H7A",7,18.3298,21640,40,38.7,36400,39040,77.2,0.2,45,410
"H7B",7,13.5758,2955,44,42.2,38000,41720,72,0.2,0,10
"H7C",7,18.0816,8820,43.6,42.8,32800,36840,70.6,0.2,40,155
"H7E",7,18.3096,26590,44,42.4,38000,46080,70.8,0.3,125,665
"H7G",11,6.4765,22050,43.6,43.8,32800,37640,67.4,0.3,115,1015
"H7H",7,6.1779,13865,40,38.7,39200,41640,77.8,0.2,60,250
"H7J",5,28.8811,2160,48.4,44.5,38400,45520,69.6,0.3,0,30
"H7K",7,11.5598,22475,43.6,41.4,38400,43360,76.6,0.2,65,350
"H7L",7,15.9364,37890,41.2,39.3,40400,45160,79.8,0.2,130,820
"H7M",11,11.1036,27730,46.8,45,34400,38240,71.2,0.2,135,620
"H7N",11,8.2897,44645,40.4,42.2,31200,35040,71.4,0.3,435,2865
"H7P",7,16.1875,37455,43.2,41.8,35600,40520,73.2,0.2,100,835
"H7R",7,17.5033,31005,42.4,40.9,36000,40960,75.6,0.2,70,860
"H7S",9,9.6383,7750,41.6,41.5,31200,34600,67.4,0.3,75,420
"H7T",11,11.6602,28210,44.4,43.6,33200,38400,70.8,0.3,235,1270
"H7V",9,5.6008,23240,44,44.3,25200,29760,61.6,0.3,295,2260
"H7W",9,9.6847,42580,45.6,44.7,27800,33880,63.6,0.3,345,2470
"H7X",7,12.7664,27330,42,40.2,36400,44600,76.8,0.3,145,770
"H7Y",2,6.3723,9980,40.8,37.8,44800,51160,81.2,0.3,25,235
"H8N",6,7.9675,33205,41.2,42.6,28400,32360,69.6,0.3,500,4010
"H8P",6,4.4125,22980,45.2,44.7,32400,37000,69.4,0.3,175,1200
"H8R",6,7.072,31490,39.6,40,28400,32440,70.4,0.3,285,3225
"H8S",12,12.4235,25685,40.8,42.3,30200,34360,74.6,0.3,270,2270
"H8T",0,3.3164,15270,44.4,42.9,38400,45800,74.8,0.3,120,860
"H8Y",9,5.7689,19915,40,39.7,31000,36200,72,0.3,205,1695
"H8Z",11,4.4481,15125,43.6,42.5,32000,36520,72.4,0.2,95,610
"H9A",0,4.5065,15270,42,41.2,34400,45280,74.8,0.3,115,680
"H9B",11,7.1053,21105,42.8,42.5,31000,37800,70.8,0.3,340,1405
"H9C",0,9.2913,11725,44.8,42.1,39600,47280,76.8,0.3,75,330
"H9E",0,13.2161,3190,44.4,41.9,36800,54200,65.2,0.4,0,65
"H9G",11,4.1259,15345,45.2,43.7,34400,41280,69.8,0.3,140,665
"H9H",0,9.0398,25095,45.2,43.8,33200,41640,72.2,0.3,235,1400
"H9J",0,11.1911,21395,44,41.7,36000,45160,75.6,0.3,160,1300
"H9K",0,6.3849,8900,42.4,39.8,37600,45600,83,0.3,90,400
"H9P",11,15.3944,3835,44,42.6,34400,37400,73.6,0.2,15,75
"H9R",0,15.1388,26005,47.2,46.4,37600,43960,72.6,0.3,195,1355
"H9S",0,9.4827,22985,48.4,46.3,37200,48240,67.8,0.3,180,975
"H9W",13,11.0308,19275,44.8,42.3,44000,61550,72.4,0.3,170,975
"H9X",0,23.9345,9740,48.4,45.7,38400,69900,58.2,0.4,125,500
"J0A",11,1320.2669,19150,44.8,43,31800,35720,68,0.3,50,145
"J0B",11,5103.8733,65700,46.4,44.1,32800,37720,65,0.3,110,355
"J0C",11,1080.3758,23445,42,41.5,33200,35320,69.8,0.2,30,115
"J0E",11,2236.4971,51895,49.6,45.7,34000,40080,61,0.3,110,415
"J0G",11,1048.4694,18625,48.8,45.2,31400,35000,66.6,0.2,10,90
"J0H",11,1954.1085,52945,42.4,41.3,34400,36560,71.4,0.2,80,235
"J0J",11,1510.2477,42140,45.2,43.3,34000,37480,68.4,0.2,70,145
"J0K",11,12791.2938,149240,48.4,45.1,31000,34520,65,0.2,215,695
"J0L",7,1274.3479,83315,40,40.1,37600,40000,74.6,0.2,260,670
"J0M",15,7588.2175,25105,25,28.5,32400,38520,74.4,0.3,15,35
"J0N",7,216.8419,52115,40,39.3,37600,40480,75,0.2,35,320
"J0P",7,581.7591,42965,44,42.7,36800,41520,70.8,0.3,60,360
"J0R",4,245.5991,39045,52.4,47.6,37600,44960,63.5,0.3,75,325
"J0S",11,1459.7824,34120,45.6,43.8,32400,35840,66.4,0.3,65,155
"J0T",4,5319.6991,51465,56.4,50,31200,37360,58.7,0.3,25,240
"J0V",4,2377.9266,27295,54,48.3,30400,34880,61.4,0.3,30,110
"J0W",4,9333.9895,16610,56.8,50.2,28800,33040,55.2,0.3,30,20
"J0X",8,22196.4282,48485,50.8,46,32400,36880,63.1,0.3,70,180
"J0Y",5,758980.8299,29035,42,41,36000,40560,74.4,0.3,30,100
"J0Z",5,26583.4089,34455,44.8,42.9,33600,38640,70.6,0.3,35,130
"J1A",18,219.4495,9130,47.6,45.3,31000,33640,65.8,0.2,15,60
"J1C",11,77.1706,6840,43.2,42.7,37200,39280,72.6,0.2,0,40
"J1E",11,18.2747,25865,38.4,40.9,28800,32080,66.8,0.2,145,1345
"J1G",11,11.867,19635,46.4,45.4,31400,35280,63.7,0.3,40,415
"J1H",6,23.8305,29655,35.2,39.8,24600,29640,67.6,0.3,200,1605
"J1J",18,8.268,15450,51.2,48.7,34800,42800,61,0.3,65,420
"J1K",6,7.5532,7435,32.8,39.2,25600,32520,67.8,0.3,105,465
"J1L",18,25.6087,16040,52.4,49.4,31800,37600,58.9,0.3,120,900
"J1M",6,27.9132,5925,40.4,42.3,29800,36440,66.6,0.3,115,420
"J1N",7,80.0132,35085,39.6,39.2,39200,42480,74,0.2,65,495
"J1R",7,72.899,10960,38.8,38,39600,41440,77.6,0.2,10,45
"J1S",11,225.0653,7865,44.4,43.4,34000,36960,70.2,0.2,0,25
"J1T",18,47.1673,7990,54.8,49.7,26800,30840,55.3,0.2,15,40
"J1X",4,333.4512,33945,54,49,32800,39800,62.4,0.3,55,350
"J1Z",7,170.087,5740,39.2,38.2,34800,37320,71.8,0.2,0,0
"J2A",7,95.4163,12265,40,39.1,35600,38080,73.6,0.2,30,150
"J2B",11,97.3022,33110,42,42,30600,34640,68,0.3,120,685
"J2C",18,26.7063,29990,52.4,48.9,30800,35800,64.2,0.3,175,680
"J2E",7,25.2983,4455,42,41.1,33600,35720,72.2,0.2,25,140
"J2G",18,17.6698,28295,52.4,48.5,28000,32080,60.9,0.2,45,490
"J2H",7,55.9278,22475,44.4,42.8,38400,42480,67.6,0.2,55,175
"J2J",11,79.0886,18345,46.4,44.6,32400,35280,66.8,0.2,90,280
"J2K",18,138.8112,18290,48,46,31400,35040,62.9,0.2,50,125
"J2L",7,114.0497,11380,47.6,44.6,43200,55400,68.4,0.3,35,190
"J2M",5,117.9905,7240,47.2,43.6,38400,44200,70,0.3,0,50
"J2N",11,92.1177,10150,40.4,41.2,32800,35320,69.4,0.2,25,55
"J2R",11,104.793,10380,45.6,43.5,36400,38160,69.4,0.2,0,70
"J2S",18,26.3973,29945,47.6,46.7,29400,34280,61.3,0.3,155,1540
"J2T",11,57.6603,17070,45.6,44.8,33600,36920,67.4,0.2,60,435
"J2W",7,50.9989,28760,42,40.6,41600,45360,74.2,0.2,15,185
"J2X",11,58.8232,20485,42,42,35600,39040,70.4,0.2,15,135
"J2Y",16,69.4986,5575,44.4,41.9,38800,41200,72,0.2,0,10
"J3A",4,3.172,9135,61.6,55.2,27600,31280,50.2,0.2,45,225
"J3B",11,44.4399,33910,42.4,42.7,33200,36400,70,0.2,65,365
"J3E",7,48.4921,30045,44.4,41.9,43200,47720,77.2,0.2,40,245
"J3G",7,66.8893,33665,42.4,42.3,40800,44440,72.6,0.2,55,225
"J3H",5,49.4563,26675,45.2,43.1,43200,48640,71,0.3,50,230
"J3L",7,165.1375,53680,40.4,39.6,42000,46520,76.6,0.2,65,540
"J3M",7,63.2314,11345,40,40.2,37600,39080,75.6,0.2,85,115
"J3N",2,35.8423,17055,41.6,39.6,43600,47560,79.2,0.2,25,220
"J3P",18,74.9808,25025,54,49.4,30400,35840,62.2,0.3,15,85
"J3R",18,20.0611,14455,51.2,47.5,31600,37000,64,0.3,30,150
"J3T",18,96.114,8620,52.4,48.7,33600,37040,64.4,0.2,30,50
"J3V",5,42.8486,26050,46,44,46000,55250,70.6,0.3,85,570
"J3X",7,94.7984,21200,42.4,41,43200,47520,76,0.2,0,110
"J3Y",7,57.6043,66360,42,41.5,36800,39720,74.2,0.2,200,1965
"J3Z",2,3.8172,5775,40.4,38.2,42800,47200,82.6,0.2,0,60
"J4B",5,71.0215,41740,48,45.4,45600,53900,71.2,0.3,95,590
"J4G",6,9.1668,10010,44.8,43.9,39200,44600,73,0.3,55,220
"J4H",11,4.4588,15590,46.8,46.4,34800,41440,67.8,0.3,110,750
"J4J",11,6.3844,31100,39.2,40.2,30200,34440,70.2,0.3,230,2575
"J4K",12,5.7447,27025,38,39.7,29800,33280,71.6,0.3,355,2460
"J4L",11,7.3514,31865,40.4,40.7,31000,34000,68.8,0.2,260,2630
"J4M",7,3.902,13145,43.2,41.4,41200,44480,73.6,0.2,20,205
"J4N",18,7.2181,11380,55.6,51.3,43200,53050,66.6,0.3,65,335
"J4P",0,3.5811,11250,48,46.6,39600,54350,71.2,0.4,110,445
"J4R",0,2.7694,10675,45.2,44.9,37600,55000,75.4,0.4,45,415
"J4S",0,2.2234,6305,47.6,45.9,42000,58350,67.4,0.4,55,390
"J4T",11,4.3328,19715,38.8,39.8,31200,33720,71.6,0.2,95,1140
"J4V",11,4.7752,17035,43.6,43.1,32800,37160,70.4,0.3,85,925
"J4W",11,6.0497,18195,43.6,43.4,29800,34760,66.8,0.3,215,1440
"J4X",0,5.3954,19195,52.4,49.3,34800,44280,61.3,0.3,195,1110
"J4Y",19,10.4102,25460,41.2,41.3,35600,42680,73.4,0.3,270,1860
"J4Z",19,23.337,28685,38.8,39.4,32800,38080,75,0.3,295,2085
"J5A",7,106.3982,29920,40,39,40400,42640,78.4,0.2,95,575
"J5B",7,7.6428,8320,42.4,41.2,38000,40800,73.8,0.2,0,105
"J5C",7,9.37,17345,43.6,42.5,38400,40640,77.2,0.2,10,170
"J5J",7,111.2007,18080,37.2,37.5,36000,37480,75.6,0.2,10,65
"J5K",7,92.7051,17740,38,37,39600,42560,76.8,0.2,25,75
"J5L",7,50.3118,22965,40,39.3,38000,40840,73.2,0.2,35,240
"J5M",7,118.2859,24005,34.8,36.3,34000,35680,73.2,0.2,35,120
"J5R",7,60.7439,49405,42.4,40.9,42000,50120,78,0.3,205,1570
"J5T",7,68.2198,14425,40.8,40.4,35200,38120,72.8,0.2,0,100
"J5V",18,62.589,7340,57.6,52.4,26200,31000,55.2,0.3,35,135
"J5W",7,134.9085,26780,40.4,40.1,38000,41440,72.2,0.2,0,135
"J5X",7,56.5656,8895,38.8,39.1,34000,37320,72.6,0.2,0,10
"J5Y",7,9.4043,30080,41.6,39.8,40800,43960,73.2,0.2,60,285
"J5Z",7,39.0665,28005,43.2,41.8,36800,39680,73.8,0.2,40,240
"J6A",11,15.2141,34315,48.8,46.5,36000,40240,64,0.2,80,290
"J6E",18,69.2301,46435,51.2,48,30400,35960,60,0.3,85,535
"J6J",7,12.939,24855,42.8,41.9,33200,36640,70.6,0.2,45,405
"J6K",7,21.366,25960,42.8,42.1,34400,36960,70.8,0.2,95,585
"J6N",11,78.5816,16015,43.6,43.2,34800,38520,68.4,0.3,10,80
"J6R",7,45.9629,14625,39.2,38.1,40000,43200,74.4,0.2,10,185
"J6S",11,96.8242,24765,48.8,46.2,32000,35960,66,0.2,40,90
"J6T",11,11.7367,18025,45.6,44.5,30600,33840,63.1,0.2,0,135
"J6V",7,27.6787,14620,44,42.1,41600,45320,75.8,0.2,30,95
"J6W",7,17.9129,32425,42.8,41.5,36000,40600,73,0.2,60,375
"J6X",7,29.4211,25260,43.6,42.3,38800,41840,74,0.2,35,250
"J6Y",2,39.0259,22925,38.4,36.7,42400,45600,79.6,0.2,35,185
"J6Z",7,10.2674,19630,42,40.5,41200,48160,72.6,0.3,75,275
"J7A",5,10.6839,14190,46,42.9,42400,51080,68.4,0.3,15,110
"J7B",2,6.9008,13065,43.2,39.6,44800,58650,77.2,0.3,25,225
"J7C",7,48.0684,46675,41.6,40.2,40000,44640,75.8,0.2,70,535
"J7E",11,13.5811,29355,44.4,44.4,33600,38080,68.2,0.3,125,390
"J7G",7,10.6651,17310,42,41.1,37600,42640,74.4,0.3,60,230
"J7H",7,12.9074,8185,42.8,41.9,38800,42800,73,0.3,10,130
"J7J",7,93.5204,27640,39.2,38.8,38800,42360,76.8,0.2,40,285
"J7K",7,90.948,36960,40.4,39.8,39600,41880,77,0.2,15,345
"J7L",7,15.9454,14220,40.4,40.2,38400,43040,75.6,0.2,25,125
"J7M",7,39.7182,24705,37.2,36.5,36000,37360,77.2,0.2,40,215
"J7N",7,390.5746,33450,35.6,36.6,38400,40880,77.2,0.2,25,230
"J7P",7,11.4666,25230,44.4,43.1,35200,38680,69.8,0.2,85,325
"J7R",7,65.1247,37990,43.6,42.6,36800,41120,71.6,0.2,55,365
"J7T",7,144.4892,29585,40.8,39.1,41200,46960,78.2,0.3,50,380
"J7V",7,109.2038,69660,42,40.8,38000,41920,75.8,0.2,205,1570
"J7W",7,7.0981,14750,42.4,40.8,38400,41640,76.4,0.2,30,275
"J7X",7,11.6359,5640,38.8,38.8,37200,39200,74.2,0.2,0,0
"J7Y",18,22.7619,27005,48.4,46.6,30200,34080,63.1,0.3,45,345
"J7Z",18,17.1062,30230,47.6,46,28800,32840,62.4,0.2,80,315
"J8A",7,119.502,10665,44.4,42.2,37200,41520,71.4,0.3,25,70
"J8B",4,119.6717,14010,53.6,48.4,33200,40160,62.5,0.3,60,95
"J8C",18,158.4007,11665,55.2,49.5,29000,35040,56.9,0.3,45,95
"J8E",4,254.3644,11045,53.6,48.8,33600,43400,63.4,0.3,20,160
"J8G",4,478.1163,8210,50.8,46.3,30600,35280,64.8,0.3,20,55
"J8H",18,193.6873,15140,51.6,47.6,28800,33680,62.4,0.3,0,40
"J8L",7,593.05,20055,43.6,42.3,36400,39720,68.4,0.2,10,30
"J8M",7,54.4011,13160,36,36.9,38800,40320,76.2,0.2,10,75
"J8N",7,612.097,13830,41.2,40,41600,43520,75.2,0.2,30,135
"J8P",7,27.39,35320,40.8,41,35600,37560,69.2,0.2,140,770
"J8R",7,87.2278,28950,38.8,37.7,44400,45640,76.8,0.2,35,290
